"code CNIS";"sigle type formation";"libellé type formation";"libellé formation principal";"sigle formation";durée;"code RNCP";"niveau RNCP";"libellé niveau RNCP";tutelle;"lien site onisep.fr";domaine/sous-domaine
126;DU;"diplôme d'université";"DU Diplôme du cycle pluridisciplinaire d'études supérieures filière sciences économiques sociales et juridiques";;"3 ans";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.5760;"histoire-géographie, psychologie, sociologie/histoire"
128;;"diplôme d'institut d'études politiques";"Diplôme de l'Institut d'études politiques de Grenoble";IEP;"5 ans";30984;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.1084;"information-communication, audiovisuel/communication| économie - droit - politique/droit (généralités)| information-communication, audiovisuel/journalisme - édition - publicité| commerce, marketing, vente/marketing - vente| information-communication, audiovisuel/multimédia| économie - droit - politique/sciences économiques| économie - droit - politique/sciences politiques| hôtellerie - restauration - tourisme/tourisme"
128;;"diplôme d'institut d'études politiques";"Diplôme de l'Institut d'études politiques de Rennes";;"5 ans";30313;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.2810;"économie - droit - politique/sciences politiques"
128;;"diplôme d'institut d'études politiques";"Diplôme de l'Institut d'études politiques de Paris";;"5 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.3321;"gestion des entreprises, comptabilité/administration de l'entreprise| économie - droit - politique/droit (généralités)| banque - assurances - immobilier/finances| information-communication, audiovisuel/journalisme - édition - publicité| commerce, marketing, vente/marketing - vente| gestion des entreprises, comptabilité/ressources humaines| économie - droit - politique/sciences économiques| économie - droit - politique/sciences politiques| environnement - énergies - propreté/urbanisme"
121;"mastère spé.";"mastère spécialisé";"mastère spé. Photogrammétrie, positionnement et mesures de déformation (ENSG - Géomatique)";;"1 an";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.1106;"histoire-géographie, psychologie, sociologie/géographie| sciences/sciences de la Terre"
254;MC;"mention complémentaire";"MC Technicien(ne) en chaudronnerie aéronautique et spatiale";;"1 an";35230;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.4213;"mécanique/aéronautique| matières premières, fabrication, industries/céramique, composites| mécanique/travail des métaux"
254;"mastère spé.";"mastère spécialisé";"mastère spé. Analyse du cycle de vie du navire";LICAS;"1 an";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.4236;"mécanique/construction navale| environnement - énergies - propreté/environnement (généralités)| matières premières, fabrication, industries/maintenance - qualité"
223;;"formation d'école spécialisée";"Certificat supérieur de joaillerie";;"3 ans";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.4497;"arts, culture, artisanat/artisanat d'art"
118;;master;"master mention biodiversité, écologie et évolution";;"2 ans";34154;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.4753;"agriculture, animaux/agriculture (généralités)| environnement - énergies - propreté/environnement (généralités)"
113;;"formation d'école spécialisée";"Cycle numérique et biologie (CNB)";"ISA Yncréa";"3 ans";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.4485;"sciences/biologie| électricité - électronique - robotique/électronique"
222;"mastère spé.";"mastère spécialisé";"mastère spé. Pyrotechnie et propulsion (ENSTA Bretagne)";;"1 an";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.1757;"mécanique/aéronautique| sciences/chimie"
222;;master;"master mention sciences du médicament et des produits de santé";;"2 ans";34442;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5185;"sciences/biologie| sciences/chimie| santé - social - sport/santé (généralités)"
222;;"licence professionnelle";"licence pro mention chimie : formulation";;"1 an";30050;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5167;sciences/chimie
222;;"formation d'école spécialisée";"Technicien en pharmacie et cosmétique industrielles";;"1 an";36085;4;"niveau 4 (bac ou équivalent)";"Ministère des Solidarités et de la Santé";http://www.onisep.fr/http/redirection/formation/slug/FOR.7502;"sciences/chimie| santé - social - sport/santé (généralités)"
;;"formation d'école spécialisée";"International Master Green chemistry and processes for renewable feedstocks";;"2 ans";;;"non renseigné";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.7298;"sciences/chimie| environnement - énergies - propreté/énergies| matières premières, fabrication, industries/méthodes industrialisation"
115;;master;"master mention physique fondamentale et applications";;"2 ans";31808;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5145;sciences/physique
111;;master;"master mention sciences et génie des matériaux";;"2 ans";32137;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5187;"matières premières, fabrication, industries/matériaux"
;;licence;"licence mention physique, chimie (double diplôme licence - DU)";;"3 ans";;2;"niveau 6 (bac + 3)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.6790;"sciences/chimie| sciences/physique"
254;;"formation d'école spécialisée";"Méthodes de réparation des carrosseries automobiles";;"1 an";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.2029;"mécanique/automobile| matières premières, fabrication, industries/méthodes industrialisation"
252;;"formation d'école spécialisée";"Technicien expert après-vente automobile";;"2 ans";34322;3;"niveau 5 (bac + 2)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.6799;mécanique/automobile
252;;"formation d'école spécialisée";"mécanicien cycles";;"1 an";34346;5;"niveau 3 (niveau CAP)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.7087;"mécanique/cycle - moto| mécanique/mécanique (généralités)"
112;"mastère spé.";"mastère spécialisé";"mastère spé. Management de la qualité, risques et validation process (EBI)";;"1 an";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.2462;"sciences/biologie| matières premières, fabrication, industries/maintenance - qualité"
117;;"formation d'école spécialisée";"Technicien des métiers de la météorologie";;"2 ans";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.1620;"sciences/sciences de la Terre"
118;;master;"master mention biologie intégrative et physiologie";;"2 ans";34271;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5049;sciences/biologie
113;;master;"master mention biologie du développement";;"2 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5048;sciences/biologie
113;;master;"master mention sciences du vivant";;"2 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5186;sciences/biologie
117;;"licence professionnelle";"licence pro mention métiers de la mer";;"1 an";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5212;"sciences/sciences de la Terre"
221;CAP;"Certificat d'aptitude professionnelle";"CAP Boulanger";;"2 ans";18704;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.2246;"matières premières, fabrication, industries/agroalimentaire| commerce, marketing, vente/grande distribution et petits commerces"
116;;master;"master mention chimie moléculaire";;"2 ans";32150;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5060;sciences/chimie
340;CAP;"Certificat d'aptitude professionnelle";"CAP Agent de prévention et de médiation";;"2 ans";1145;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.369;"armée, sécurité/sécurité prévention"
111;;master;"master mention chimie physique et analytique";;"2 ans";31488;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5072;sciences/chimie
115;;master;"master mention astrophysique, astronomie, planétologie";;"2 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5043;"sciences/sciences de l'univers"
254;CAP;"Certificat d'aptitude professionnelle";"CAP Construction des carrosseries";;"2 ans";4936;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.3172;mécanique/automobile
254;TP;"titre professionnel";"TP Tuyauteur industriel";;"1 an";34612;5;"niveau 3 (niveau CAP)";"Ministère du travail, de l'emploi et du dialogue social";http://www.onisep.fr/http/redirection/formation/slug/FOR.278;"mécanique/travail des métaux"
131;DU;"diplôme d'université";"DU Certificat pratique de langue française";;"3 ans";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.4141;"lettres, langues - enseignement/langues"
415;DU;"diplôme d'université";"DU Université-entreprise";;"1 an";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.3003;"santé - social - sport/travail social"
254;;"formation d'école spécialisée";"Coordonnateur en soudage et construction soudée";;"1 an";14636;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.962;"matières premières, fabrication, industries/métallurgie sidérurgie| mécanique/travail des métaux"
130;CPGE;"classe préparatoire littéraire et artistique";"Classe préparatoire de lettres et sciences humaines (2e année ENS Lyon) Allemand";;"1 an";;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5343;"lettres, langues - enseignement/langues| lettres, langues - enseignement/lettres - linguistique"
130;CPGE;"classe préparatoire littéraire et artistique";"Classe préparatoire de lettres (2e année ENS Ulm) Russe";;"1 an";;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5926;"lettres, langues - enseignement/langues| lettres, langues - enseignement/lettres - linguistique"
120;CPGE;"classe préparatoire économique et commerciale";"Classe préparatoire Economique et commerciale option technologique (2e et 3e année du dispositif pour bac pro)";;"2 ans";;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5731;"gestion des entreprises, comptabilité/administration de l'entreprise| commerce, marketing, vente/marketing - vente| économie - droit - politique/sciences économiques"
130;CPGE;"classe préparatoire littéraire et artistique";"Classe préparatoire à l'école spéciale militaire de Saint Cyr (2e année) option lettres";;"1 an";;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.865;"lettres, langues - enseignement/lettres - linguistique"
130;CPGE;"classe préparatoire littéraire et artistique";"Classe préparatoire de lettres et sciences humaines (2e année ENS Lyon) Lettres modernes";;"1 an";;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5280;"lettres, langues - enseignement/lettres - linguistique"
210;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'ISTOM (École supérieure d'agro-développement international)";ISTOM;"5 ans";36058;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.1975;"agriculture, animaux/agriculture (généralités)| matières premières, fabrication, industries/agroalimentaire| environnement - énergies - propreté/aménagement du territoire| informatique, internet/bases de données| agriculture, animaux/cultures| agriculture, animaux/développement agricole| agriculture, animaux/élevage - aquaculture| environnement - énergies - propreté/environnement (généralités)| matières premières, fabrication, industries/fonction production (généralités)| agriculture, animaux/forêt| environnement - énergies - propreté/gestion de l'eau| informatique, internet/informatique (généralités)| logistique - transport/logistique| économie - droit - politique/sciences économiques| santé - social - sport/travail social"
130;CPGE;"classe préparatoire littéraire et artistique";"Classe préparatoire de lettres et sciences humaines (2e année ENS Lyon) Chinois";;"1 an";;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5779;"lettres, langues - enseignement/langues| lettres, langues - enseignement/lettres - linguistique"
110;CPGE;"classe préparatoire scientifique et technologique";"Classe préparatoire ATS ingénierie industrielle";;"1 an";;0;"non inscrit au RNCP";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.1338;"mécanique/automatismes| sciences/chimie| électricité - électronique - robotique/électronique| électricité - électronique - robotique/électrotechnique| mécanique/mécanique (généralités)| sciences/physique| électricité - électronique - robotique/télécommunications"
110;CPGE;"classe préparatoire scientifique et technologique";"Classe préparatoire ATS génie civil";;"1 an";;0;"non inscrit au RNCP";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.4594;"lettres, langues - enseignement/formations généralistes| construction - architecture - travaux publics/génie civil"
214;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'Institut supérieur d'agriculture Yncréa Hauts-de-France spécialité paysage";"Junia ISA";"3 ans";29278;1;"niveau 7 (bac + 5)";"Ministère de l'Agriculture et de l'Alimentation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5681;"agriculture, animaux/agriculture (généralités)| environnement - énergies - propreté/aménagement du territoire| environnement - énergies - propreté/aménagement paysager| matières premières, fabrication, industries/études et développement| construction - architecture - travaux publics/génie civil, construction (généralités)| matières premières, fabrication, industries/génie industriel| commerce, marketing, vente/marketing - vente"
231;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'Institut national des sciences appliquées de Strasbourg spécialité topographie";INSA;"5 ans";26713;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5522;"construction - architecture - travaux publics/architecture| construction - architecture - travaux publics/bureau d'études BTP| construction - architecture - travaux publics/génie civil, construction (généralités)| sciences/sciences de la Terre"
